Date,"Flu","Sinusitis","Fatigue","Feeling cold","Bronchitis","Pneumonia","Headache","Congestion","Chest pain","Soar throat"
2015-10-20,154,3203,139,0,4180,9390,1510,168,447,0
2015-10-21,158,3067,137,0,3964,9239,1470,181,433,0
2015-10-22,150,2882,146,0,3567,8924,1385,158,377,0
2015-10-23,125,2730,124,0,3459,8439,1268,123,368,0
2015-10-24,96,2356,105,0,3116,7827,1323,132,322,0
2015-10-25,116,2606,151,0,3042,8038,1409,135,351,0
2015-10-26,129,3081,168,0,4224,9738,1601,192,455,0
2015-10-27,147,3257,178,0,3973,9736,1557,201,427,0
2015-10-28,145,3040,172,0,3772,9250,1484,203,470,0
2015-10-29,112,2892,150,1,3531,8999,1488,162,377,0
2015-10-30,126,2519,135,0,3336,8222,1329,146,311,0
2015-10-31,82,2238,93,1,2732,7724,1248,106,335,0
2015-11-01,100,2382,128,0,2763,8327,1320,148,346,0
2015-11-02,107,3178,170,1,4006,14640,1559,177,444,0
2015-11-03,157,3371,164,1,4054,11663,1700,190,442,0
2015-11-04,119,3285,146,1,4008,10608,1627,204,553,0
2015-11-05,147,3278,159,0,3942,10094,1434,182,373,0
2015-11-06,112,2905,139,1,3354,9189,1403,146,383,0
2015-11-07,120,2420,126,0,2969,8138,1557,123,272,0
2015-11-08,119,2418,132,0,3168,8573,1346,156,280,0
2015-11-09,147,3118,155,0,4362,10176,1569,205,382,0
2015-11-10,127,3018,185,0,3911,10804,1447,163,357,0
2015-11-11,129,3003,181,0,3826,10753,1383,153,430,0
2015-11-12,129,3165,189,2,3882,10698,1432,161,338,0
2015-11-13,122,2697,151,0,3324,9549,1266,150,313,0
2015-11-14,99,2352,112,0,2832,7518,1242,98,258,0
2015-11-15,104,2486,154,0,3061,8098,1394,144,328,0
2015-11-16,151,3301,184,0,4295,9534,1594,176,393,0
2015-11-17,274,3300,192,0,4290,10225,1672,178,386,0
2015-11-18,152,3604,193,0,4042,10100,1518,183,411,0
2015-11-19,139,3329,144,1,3849,9839,1464,174,398,0
2015-11-20,108,2891,148,0,3476,11308,1431,159,339,0
2015-11-21,91,2518,104,0,3130,8396,1253,125,296,0
2015-11-22,117,2706,127,0,3182,8438,1519,165,288,0
2015-11-23,124,3222,191,0,4266,9651,1626,190,420,0
2015-11-24,152,3273,170,0,4061,9365,1604,206,381,0
2015-11-25,138,3130,197,2,3769,9122,1430,170,326,0
2015-11-26,116,2566,161,0,3217,8157,1366,167,415,0
2015-11-27,94,2507,147,0,3111,7870,1284,121,288,0
2015-11-28,108,2394,95,0,3143,8030,1257,112,282,0
2015-11-29,99,2700,140,0,3339,8846,1369,161,334,0
2015-11-30,153,3939,189,0,4551,10036,1628,187,354,0
2015-12-01,159,3664,159,0,4665,10679,1571,198,332,0
2015-12-02,154,3448,178,0,4275,9957,1430,184,377,0
2015-12-03,127,3329,216,0,4170,9020,1432,163,369,0
2015-12-04,104,2965,165,0,3763,8733,1278,103,347,0
2015-12-05,79,2780,126,0,3426,7384,1286,117,242,0
2015-12-06,98,2806,141,0,3351,8246,1372,157,282,0
2015-12-07,137,3392,163,0,4517,9938,1616,200,327,0
2015-12-08,125,3648,154,0,4367,10205,1511,169,364,0
2015-12-09,139,3478,218,0,4155,9717,1586,194,382,0
2015-12-10,131,3394,205,0,3970,9197,1413,164,346,0
2015-12-11,116,3055,163,0,3765,8545,1320,157,303,0
2015-12-12,98,2645,117,0,3161,7963,1235,123,266,0
2015-12-13,109,2647,137,1,3352,8690,1439,154,269,0
2015-12-14,135,3313,154,2,4600,9687,1626,152,349,0
2015-12-15,107,3385,180,0,4305,9454,1521,157,352,0
2015-12-16,127,3426,141,0,3940,9364,1430,183,320,0
2015-12-17,140,3240,160,0,3817,8935,1390,171,328,0
2015-12-18,112,2872,97,1,3437,7983,1323,133,272,0
2015-12-19,80,2726,102,1,2905,7504,1069,115,247,0
2015-12-20,88,2883,91,0,2978,7659,1146,103,219,0
2015-12-21,102,3381,114,1,4037,8824,1313,160,294,0
2015-12-22,110,3220,120,0,3882,8715,1306,127,285,0
2015-12-23,85,3076,118,0,3659,8547,1120,142,243,0
2015-12-24,96,2580,246,0,3066,7315,1032,126,202,0
2015-12-25,90,2120,96,0,2494,9280,941,77,196,0
2015-12-26,86,2909,87,0,3164,7971,1182,124,237,0
2015-12-27,103,3046,113,0,3225,8270,1196,95,279,0
2015-12-28,142,3619,113,0,4110,9685,1367,129,314,0
2015-12-29,153,3802,119,0,4689,9751,1434,137,298,0
2015-12-30,118,3752,115,0,4474,9401,1385,127,329,0
2015-12-31,109,3140,93,0,3747,8546,1194,108,234,0
2016-01-01,97,2672,81,0,3159,8613,1221,103,267,0
2016-01-02,115,3483,115,0,3782,9511,1301,114,322,0
2016-01-03,134,3628,128,0,4142,9811,1320,123,340,0
2016-01-04,146,4433,165,0,5365,10864,1626,150,432,0
2016-01-05,164,4457,153,0,5211,11212,1619,191,402,0
2016-01-06,158,4353,132,0,5210,11152,1659,181,421,0
2016-01-07,174,4141,156,0,5115,11032,1525,154,395,0
2016-01-08,166,3850,155,0,4738,10374,1387,146,384,0
2016-01-09,127,3581,105,0,4237,9184,1417,141,300,0
2016-01-10,136,3708,129,1,4148,9326,1532,150,332,0
2016-01-11,137,4072,159,0,4980,10638,1610,206,449,0
2016-01-12,147,3899,185,1,5114,10511,1574,234,407,0
2016-01-13,137,3765,159,0,4685,10574,1538,153,419,0
2016-01-14,121,3736,140,0,4711,10809,1455,200,453,0
2016-01-15,141,3408,114,0,4174,9634,1381,151,375,0
2016-01-16,107,3024,110,2,3644,8623,1321,144,375,0
2016-01-17,131,3111,108,1,3803,9443,1437,131,378,0
2016-01-18,121,3738,155,0,4922,12010,1677,191,387,0
2016-01-19,147,3750,148,1,4886,21108,1580,148,443,0
2016-01-20,144,3638,152,0,4473,12725,1563,172,436,0
2016-01-21,155,3650,130,0,4258,11299,1516,163,363,0
2016-01-22,174,3302,123,0,3850,10072,1366,153,335,0
2016-01-23,118,2991,133,0,3477,9125,1365,107,319,0
2016-01-24,117,3041,108,0,3540,10317,1479,163,375,0
2016-01-25,154,3843,144,0,4642,11476,1680,171,448,0
2016-01-26,161,3948,158,0,4503,10482,1686,175,688,0
2016-01-27,166,3808,150,0,4557,10645,1585,173,420,0
2016-01-28,136,3737,157,1,4547,10410,1518,169,449,0
2016-01-29,150,3508,122,0,4116,9544,1491,150,412,0
2016-01-30,116,3035,80,0,3506,8838,1410,135,337,0
2016-01-31,113,4938,90,0,3434,9779,1415,131,361,0
2016-02-01,157,4896,148,0,4343,11476,1715,167,448,0
2016-02-02,170,3969,166,0,4619,10835,1748,153,422,0
2016-02-03,159,4455,167,0,4426,10686,1651,164,393,0
2016-02-04,143,4459,119,1,3982,10832,1767,137,428,0
2016-02-05,120,3620,110,0,3904,10356,1439,125,348,0
2016-02-06,103,3267,122,0,3354,8982,1346,115,321,0
2016-02-07,117,3220,106,0,3388,9436,1481,116,388,0
2016-02-08,144,3898,132,1,4403,10647,1668,145,402,0
2016-02-09,156,3961,152,1,4570,10993,1784,140,398,0
2016-02-10,172,3858,144,0,4551,11116,1557,138,415,0
2016-02-11,150,3954,145,0,4539,11304,1481,154,390,0
2016-02-12,133,3626,118,0,4070,12082,1327,116,373,0
2016-02-13,110,3184,102,0,3361,9519,1322,103,335,0
2016-02-14,127,3224,96,0,3207,9003,1403,122,351,0
2016-02-15,154,3865,164,0,4196,11084,1527,166,442,0
2016-02-16,167,4020,124,0,5441,11025,1658,161,475,0
2016-02-17,175,4047,146,2,5014,10852,1578,171,439,0
2016-02-18,171,4093,153,0,4797,10653,1689,160,401,0
2016-02-19,156,3847,132,0,4379,10662,1500,155,411,0
2016-02-20,146,3610,92,0,3764,9464,1433,135,332,0
2016-02-21,129,3392,89,0,3988,9993,1488,141,354,0
2016-02-22,188,4209,140,1,5104,11625,1767,183,430,0
2016-02-23,202,4184,141,1,4828,12320,1699,182,468,0
2016-02-24,173,3812,155,0,4729,11345,1637,167,424,0
2016-02-25,180,4063,147,0,4550,10402,1576,142,415,0
2016-02-26,131,3537,109,1,4322,9883,1485,138,416,0
2016-02-27,134,3364,96,0,3697,9400,1408,142,323,0
2016-02-28,115,3321,117,0,3559,9744,1429,146,357,0
2016-02-29,196,3901,119,0,4640,10634,1869,166,448,0
2016-03-01,193,4049,164,0,4715,10632,1629,130,465,0
2016-03-02,192,3959,135,0,4599,10404,1636,159,469,0
2016-03-03,185,3785,162,2,4311,10180,1606,165,393,0
2016-03-04,143,3508,132,0,3798,9546,1367,145,367,0
2016-03-05,159,3087,105,0,3254,8630,1319,129,321,0
2016-03-06,127,3199,118,0,3471,9441,1402,121,408,0
2016-03-07,199,3885,176,1,4421,10762,1637,189,477,0
2016-03-08,146,3834,153,0,4819,10140,1590,179,532,0
2016-03-09,180,3821,160,0,4484,10794,1629,182,434,0
2016-03-10,155,3670,151,0,4482,10539,1375,141,442,0
2016-03-11,137,3232,134,0,3991,9472,1317,125,377,0
2016-03-12,135,2901,102,0,3393,8119,1254,118,323,0
2016-03-13,115,3004,95,0,3318,8753,1430,137,358,0
2016-03-14,131,3840,179,0,4365,10013,1548,141,443,0
2016-03-15,138,3655,145,0,4172,9878,1626,169,428,0
2016-03-16,141,3600,161,0,3971,10015,1600,173,422,0
2016-03-17,126,3348,136,0,3825,9351,1464,179,410,0
2016-03-18,102,3143,136,0,3452,8561,1415,146,383,0
2016-03-19,107,2739,97,0,3052,7613,1229,112,346,0
2016-03-20,96,2895,93,0,3120,8531,1309,141,365,0
2016-03-21,151,3595,125,0,3943,9774,1564,141,443,0
2016-03-22,90,3478,137,1,3783,9073,1467,186,428,0
2016-03-23,115,3338,149,0,3492,8834,1422,166,405,0
2016-03-24,102,3055,150,0,3226,8127,1313,124,393,0
2016-03-25,117,2823,118,0,2916,7347,1158,101,340,0
2016-03-26,95,2558,98,0,2658,7384,1102,92,324,0
2016-03-27,102,2134,113,0,2288,7154,1133,113,302,0
2016-03-28,117,2742,134,0,3165,8254,1545,152,426,0
2016-03-29,137,2999,152,0,3401,9714,1587,170,374,0
2016-03-30,126,3039,143,1,3060,8199,1524,143,419,0
2016-03-31,137,2820,121,0,8002,7812,1401,169,389,0
2016-04-01,97,2991,140,0,6462,7576,1252,128,351,0
2016-04-02,84,2705,102,0,3656,6919,1173,111,316,0
2016-04-03,94,2877,117,0,3364,7481,1257,135,372,0
2016-04-04,102,3503,137,0,3883,8580,1495,162,428,0
2016-04-05,123,3494,141,1,3668,8112,1436,166,403,0
2016-04-06,124,3373,151,0,3435,9447,1374,175,454,0
2016-04-07,98,3242,135,0,3225,9819,1390,136,352,0
2016-04-08,125,2865,123,0,3081,8017,1307,131,369,0
2016-04-09,108,2651,114,0,2677,7455,1197,125,305,0
2016-04-10,100,2727,110,0,2848,8840,1382,153,304,0
2016-04-11,89,3334,166,0,3347,8807,1578,180,406,0
2016-04-12,100,3316,145,0,3346,8764,1474,166,451,0
2016-04-13,111,3174,140,1,2961,8157,1431,142,434,0
2016-04-14,92,2992,154,0,2897,7730,1384,140,391,0
2016-04-15,92,2726,123,1,2761,7327,1170,134,426,0
2016-04-16,84,2333,87,0,2311,6638,1169,80,370,0
2016-04-17,71,2415,105,0,2356,7224,1163,130,353,0
2016-04-18,111,3173,145,1,3094,8261,1439,182,422,0
2016-04-19,96,3047,157,0,2902,7995,1330,150,391,0
2016-04-20,111,2905,168,1,2840,8621,1393,165,373,0
2016-04-21,2660,3003,180,0,2905,10114,1361,164,409,0
2016-04-22,141,2596,117,0,2612,8513,1334,140,363,0
2016-04-23,112,2297,96,1,2350,7423,1222,117,297,0
2016-04-24,110,2483,86,0,2218,7677,1244,148,365,0
2016-04-25,119,2933,164,0,2992,8797,1387,155,411,0
2016-04-26,103,2813,148,0,3004,8680,1338,156,378,0
2016-04-27,90,2729,174,0,2639,7955,1259,148,361,0
2016-04-28,108,2752,142,0,2548,7788,1259,148,387,0
2016-04-29,97,2524,103,0,2374,6934,1086,114,326,0
2016-04-30,65,2290,89,0,2063,6155,1033,99,325,0
2016-05-01,77,2273,98,0,2218,7245,1135,128,308,0
2016-05-02,108,2918,145,0,2685,8075,1501,168,351,0
2016-05-03,78,2828,142,0,2831,7971,1450,163,386,0
2016-05-04,117,2846,134,0,2809,7527,1393,154,378,0
2016-05-05,89,2753,128,0,2672,7226,1307,145,365,0
2016-05-06,72,2506,113,0,2413,6963,1125,139,352,0
2016-05-07,84,2190,112,0,2102,6303,1104,109,311,0
2016-05-08,81,2147,103,0,2229,6581,1141,116,334,0
2016-05-09,81,3066,153,0,2889,8170,1383,165,465,0
2016-05-10,84,2902,166,2,2850,8439,1400,172,386,0
2016-05-11,83,2992,128,0,2555,7985,1318,181,361,0
2016-05-12,90,2799,140,0,2652,8279,1349,161,359,0
2016-05-13,96,2593,104,0,2455,6909,1294,125,343,0
2016-05-14,73,2201,78,0,2068,6504,1138,125,264,0
2016-05-15,74,2354,96,0,2241,6630,1296,116,295,0
2016-05-16,112,2871,124,1,2738,7728,1580,169,397,0
2016-05-17,103,2946,138,0,2903,8096,1572,166,421,0
2016-05-18,105,2897,134,0,2735,8049,1535,174,429,0
2016-05-19,100,2727,120,0,2636,8426,1315,151,354,0
2016-05-20,78,2429,116,0,2280,8847,1296,107,366,0
2016-05-21,58,2226,97,0,2005,6931,1189,122,280,0
2016-05-22,66,2345,117,1,1996,7984,1365,98,330,0
2016-05-23,79,2795,146,0,2661,8479,1610,151,423,0
2016-05-24,83,2789,141,0,2817,7993,1512,143,383,0
2016-05-25,81,2768,130,0,2498,7059,1424,165,371,0
2016-05-26,82,2680,127,0,2534,7744,1433,169,340,0
2016-05-27,84,2310,114,0,2276,7054,1353,113,333,0
2016-05-28,54,2155,97,1,1982,6531,1213,94,294,0
2016-05-29,80,2154,100,0,1938,7265,1171,114,277,0
2016-05-30,83,2433,135,0,2277,7796,1405,162,355,0
2016-05-31,81,2804,146,0,2507,8186,1446,169,351,0
2016-06-01,84,2682,157,0,2641,7790,1448,123,392,0
2016-06-02,59,2658,153,0,2459,7555,1468,167,343,0
2016-06-03,76,2392,119,0,2237,7458,1296,129,353,0
2016-06-04,73,2229,82,0,1874,12505,1184,91,318,0
2016-06-05,63,2166,108,0,2042,8128,1419,111,299,0
2016-06-06,73,2664,124,0,2400,8489,1314,155,361,0
2016-06-07,74,2702,147,0,2521,8061,1323,157,399,0
2016-06-08,68,2651,123,0,2441,7972,1399,125,380,0
2016-06-09,63,2677,129,0,3084,7646,1362,145,314,0
2016-06-10,64,2374,119,0,2170,7275,1279,142,362,0
2016-06-11,55,2046,92,2,1940,6405,1090,104,248,0
2016-06-12,52,2167,90,1,2044,6973,1237,109,288,0
2016-06-13,87,2680,120,0,2501,7627,1351,161,375,0
2016-06-14,81,2628,133,0,2473,7268,1319,134,364,0
2016-06-15,69,2492,125,0,2300,7528,1284,144,397,0
2016-06-16,74,2391,115,0,2291,7376,1263,125,327,0
2016-06-17,70,2123,123,2,2095,7143,1157,141,301,0
2016-06-18,60,1891,86,0,1732,6073,1072,98,296,0
2016-06-19,46,1920,79,0,1943,6738,1096,119,293,0
2016-06-20,99,2421,121,0,2476,7519,1292,134,377,0
2016-06-21,74,2422,138,0,2360,7417,1342,147,396,0
2016-06-22,53,2422,118,0,2251,7176,1369,122,378,0
2016-06-23,72,2344,104,0,2231,7041,1268,137,351,0
2016-06-24,67,2121,93,0,2020,6225,1137,109,298,0
2016-06-25,66,1875,73,0,1687,5844,1180,102,291,0
2016-06-26,49,1985,85,0,1880,7153,1086,102,317,0
2016-06-27,64,2484,94,0,2388,7906,1137,119,383,0
2016-06-28,50,2398,118,1,2331,7836,1295,159,356,0
2016-06-29,84,2426,106,0,2363,7278,1253,167,376,0
2016-06-30,66,2173,126,0,2134,6505,1224,137,293,0
2016-07-01,63,2086,172,0,1741,5776,1031,143,327,0
2016-07-02,76,1929,101,0,1582,5468,1013,123,272,0
2016-07-03,66,1995,88,0,1853,6492,1171,123,318,0
2016-07-04,74,2353,121,0,2148,7064,1170,181,348,0
2016-07-05,79,2384,129,0,2222,6704,1199,178,337,0
2016-07-06,70,2441,123,1,2207,7052,1212,158,340,0
2016-07-07,91,2433,129,1,2280,6804,1200,163,304,0
2016-07-08,77,2187,87,0,1894,6215,1107,145,319,0
2016-07-09,61,1861,82,0,1766,5696,1101,148,277,0
2016-07-10,54,1938,85,0,1829,6856,1092,143,283,0
2016-07-11,60,2463,99,0,2428,7840,1325,149,346,0
2016-07-12,80,2389,124,1,2272,7276,1199,166,340,0
2016-07-13,63,2381,126,0,2186,6997,1199,186,328,0
2016-07-14,80,2309,128,0,2141,6649,1242,181,363,0
2016-07-15,71,2012,100,1,2010,6222,1019,163,321,0
2016-07-16,39,1860,116,0,1677,5641,1069,135,214,0
2016-07-17,47,1892,132,1,1770,6346,1223,138,267,0
2016-07-18,68,2306,122,0,2282,8864,1313,158,390,0
2016-07-19,89,2371,112,0,2149,7887,1244,167,384,0
2016-07-20,70,2320,118,0,2131,8496,1174,180,336,0
2016-07-21,60,2214,122,0,2019,7162,1153,155,321,0
2016-07-22,65,1939,91,0,1868,6574,1057,147,313,0
2016-07-23,75,1839,67,1,1626,5866,972,122,255,0
2016-07-24,77,1991,91,0,1758,6383,1448,126,309,0
2016-07-25,66,2398,132,0,2110,7038,1293,178,357,0
2016-07-26,63,2333,133,0,2068,6874,1197,165,312,0
2016-07-27,74,2263,101,2,2120,6679,1179,168,345,0
2016-07-28,48,2322,105,0,2195,6469,1266,183,316,0
2016-07-29,51,2093,79,0,1881,6156,1081,172,306,0
2016-07-30,72,1834,81,0,1707,5472,1036,161,278,0
2016-07-31,71,1986,72,1,1634,5958,1142,170,268,0
2016-08-01,73,2313,133,0,2128,6693,1275,161,353,0
2016-08-02,92,2414,112,0,2165,6752,1084,208,360,0
2016-08-03,72,2296,108,0,2012,6614,1144,205,323,0
2016-08-04,72,2340,121,0,2055,6793,1161,181,376,2
2016-08-05,77,2096,92,0,1898,6200,1079,157,320,0
2016-08-06,72,1940,67,0,1595,5708,994,156,288,2
2016-08-07,66,2021,102,0,1721,5951,1143,124,271,0
2016-08-08,79,2428,125,0,2248,7047,1209,186,378,2
2016-08-09,65,2615,104,0,2104,6679,1128,187,359,1
2016-08-10,85,2422,143,0,2257,7064,1263,175,326,1
2016-08-11,71,2409,120,0,2135,6803,1137,193,350,0
2016-08-12,69,2065,107,0,1988,6369,1040,173,283,0
2016-08-13,64,1952,74,0,1719,5776,999,121,251,0
2016-08-14,50,1935,80,0,1762,5970,1082,118,293,0
2016-08-15,82,2319,97,0,2238,6960,1169,169,301,1
2016-08-16,69,2364,117,0,2279,6853,1178,176,336,0
2016-08-17,99,2391,97,0,2185,6725,1147,184,325,3
2016-08-18,57,2191,117,0,2079,6359,1106,197,329,0
2016-08-19,62,2191,97,0,1893,6203,1151,165,300,3
2016-08-20,57,1881,98,0,1894,7333,1034,133,307,1
2016-08-21,49,1963,93,0,1842,7325,1201,163,304,1
2016-08-22,97,2572,129,0,2482,7922,1330,224,381,2
2016-08-23,79,2560,139,0,2441,7874,1343,194,388,1
2016-08-24,78,2507,118,0,2427,7648,1248,215,416,2
2016-08-25,78,2564,110,1,2273,7762,1249,210,379,1
2016-08-26,69,2345,100,0,2118,6939,1221,206,339,0
2016-08-27,80,2076,88,0,1777,8023,1005,147,311,0
2016-08-28,60,2214,95,0,1868,7052,1121,175,344,3
2016-08-29,94,2610,130,0,2550,7763,1410,227,393,2
2016-08-30,106,2779,136,0,2415,7917,1293,255,415,1
2016-08-31,92,2527,133,0,2393,7609,1270,217,378,1
2016-09-01,79,2640,114,0,2355,7022,1182,216,366,0
2016-09-02,68,2438,123,0,2239,6799,1080,192,342,0
2016-09-03,78,2131,92,0,1868,6233,1017,193,283,3
2016-09-04,65,2210,111,0,2050,6832,1086,186,322,0
2016-09-05,104,2743,123,0,2414,8672,1268,221,422,0
2016-09-06,78,3190,143,1,2716,9131,1360,237,422,0
2016-09-07,99,3060,157,1,2725,9348,1381,238,435,0
2016-09-08,87,3114,147,1,2812,9103,1361,207,432,3
2016-09-09,84,2817,138,0,2594,9026,1251,201,391,1
2016-09-10,64,2498,113,0,2310,7800,1090,140,351,1
2016-09-11,79,2739,111,0,2291,47818,1170,174,359,1
2016-09-12,104,3364,139,0,3225,222573,1415,210,485,2
2016-09-13,105,3125,142,0,3012,60248,1325,239,481,0
2016-09-14,145,2785,160,0,3017,20885,1198,210,424,2
2016-09-15,137,2729,146,0,2714,15795,1251,239,412,1
2016-09-16,105,2687,110,0,2588,11967,1098,205,383,1
2016-09-17,108,2325,95,0,2200,9532,1038,191,305,1
2016-09-18,106,2326,103,1,2370,9588,1098,202,362,3
2016-09-19,165,2985,150,0,3138,10920,1346,278,404,1
2016-09-20,115,2979,167,0,3040,10580,1302,260,441,1
2016-09-21,106,2870,136,2,2876,9865,1311,275,405,1
2016-09-22,117,2703,141,0,2909,9921,1265,245,404,0
2016-09-23,101,2658,126,0,2653,8739,1152,198,330,3
2016-09-24,79,2452,269,0,2304,7825,1114,178,394,0
2016-09-25,87,2507,136,0,2382,8121,1119,221,365,0
2016-09-26,136,3163,152,0,3284,9362,1304,254,397,0
2016-09-27,108,3063,150,1,3223,9581,1253,291,418,0
2016-09-28,87,2939,121,0,3091,9452,1274,219,384,2
2016-09-29,139,2776,113,0,2870,9115,1211,246,398,0
2016-09-30,90,2496,95,0,2601,8011,1184,215,355,1
2016-10-01,103,2163,83,0,2214,7356,1061,181,281,0
2016-10-02,109,2409,92,0,2260,8059,1198,196,332,1
2016-10-03,120,2856,122,1,3212,9412,1319,246,415,0
2016-10-04,129,2942,130,1,3228,9688,1351,257,426,1
2016-10-05,106,2803,146,0,3104,9233,1328,239,397,0
2016-10-06,98,2824,123,1,3410,9254,1266,226,398,1
2016-10-07,98,2596,135,0,3191,8200,1138,191,357,1
2016-10-08,75,2156,94,0,2428,7631,988,145,301,0
2016-10-09,86,2256,76,0,2521,7855,1085,129,344,1
2016-10-10,124,2805,129,0,3091,9021,1238,149,373,0
2016-10-11,138,3009,130,0,3504,9380,1311,149,382,0
2016-10-12,102,2955,121,0,4121,9183,1264,200,433,2
2016-10-13,112,2921,162,0,3468,8322,1357,146,411,1
2016-10-14,108,2624,124,1,3178,8015,1182,162,361,1
2016-10-15,114,2274,95,0,2707,8696,1173,125,348,2
2016-10-16,80,2401,112,0,2626,7989,1295,151,353,0
2016-10-17,124,2976,132,0,3567,9409,1386,195,434,0
2016-10-18,103,2959,116,0,3502,9353,1704,185,508,1
2016-10-19,112,3101,138,3,3271,9129,1301,182,437,1
2016-10-20,97,2920,164,0,3111,8845,1213,179,388,0
2016-10-21,92,2646,118,0,2942,8885,1222,179,363,0
2016-10-22,73,2326,86,0,2597,7671,1205,103,330,0
2016-10-23,89,2443,114,0,2619,8441,2080,160,350,1
2016-10-24,186,3102,183,0,3511,9273,1387,195,462,0
2016-10-25,134,3115,202,0,3459,8828,1417,237,431,2
2016-10-26,104,3062,156,1,4417,8860,1309,176,320,0
2016-10-27,81,2838,161,0,3493,10013,1269,164,416,0
2016-10-28,77,2503,153,0,2945,8344,1042,164,362,0
2016-10-29,89,2131,107,0,2620,7441,981,103,338,0
2016-10-30,78,2239,128,1,2604,7529,1159,128,340,1
2016-10-31,111,2705,158,1,3520,8273,1383,166,402,3
2016-11-01,115,3023,171,1,3584,8543,1255,170,424,1
2016-11-02,107,3119,174,0,3729,8703,1365,205,516,1
2016-11-03,101,2931,172,0,3660,8845,1307,184,409,3
2016-11-04,90,2587,158,0,3202,8075,1155,169,583,0
2016-11-05,110,2388,123,0,2897,7416,1065,168,305,1
2016-11-06,78,2498,132,0,2865,8072,1247,168,408,1
2016-11-07,128,3124,205,0,3930,9393,1412,218,470,1
2016-11-08,122,2948,169,0,3740,9089,1379,200,458,4
2016-11-09,86,2579,157,0,3290,8485,1233,208,415,2
2016-11-10,104,2936,176,1,3470,12219,1283,193,382,0
2016-11-11,93,2723,127,0,3404,13288,1309,168,420,6
2016-11-12,77,2596,117,0,2966,9711,1072,163,327,1
2016-11-13,88,2508,129,0,3127,9114,1270,175,387,0
2016-11-14,111,3110,175,1,4032,9833,1364,168,450,1
2016-11-15,116,3001,176,0,4092,9774,1394,189,436,0
2016-11-16,130,2943,158,1,4119,9644,1259,182,471,1
2016-11-17,119,2682,179,0,3613,9377,1233,170,419,3
2016-11-18,90,2502,162,1,3341,8490,1265,160,386,0
2016-11-19,82,2299,100,0,2635,8195,1091,155,364,3
2016-11-20,124,2382,141,1,2787,8440,1193,163,371,1
2016-11-21,121,2872,143,2,3622,10017,1405,236,467,2
2016-11-22,103,2902,163,0,3556,9601,1317,210,352,3
2016-11-23,82,2919,161,0,3490,9222,1278,203,394,1
2016-11-24,88,2383,126,0,2981,8803,1166,191,378,0
2016-11-25,64,2263,104,0,2910,8201,1040,186,356,1
2016-11-26,78,2303,125,0,2713,8779,1081,143,388,2
2016-11-27,90,2538,130,0,2868,9163,1191,163,351,1
2016-11-28,109,3230,166,0,3964,10163,1392,208,502,0
2016-11-29,112,3234,151,0,4056,10331,1355,210,429,0
2016-11-30,114,3015,142,1,3879,10254,1393,208,426,2
2016-12-01,100,2975,157,0,3753,9969,1291,214,404,1
2016-12-02,87,2850,108,1,3496,9003,1140,182,370,3
2016-12-03,76,2390,127,0,2997,8345,1193,127,320,1
2016-12-04,96,2664,122,0,2971,9696,1251,158,368,1
2016-12-05,103,3224,174,2,4159,10769,1364,201,477,2
2016-12-06,111,3140,148,1,4045,10267,1306,216,465,2
2016-12-07,108,2991,161,0,3976,9824,1327,191,423,2
2016-12-08,96,2985,148,0,3857,9541,1206,176,415,0
2016-12-09,108,2537,126,0,3466,9036,1195,155,353,1
2016-12-10,81,2462,101,0,2951,8049,1224,144,307,2
2016-12-11,96,2667,112,0,3050,8823,1227,153,367,1
2016-12-12,104,3229,149,0,4575,9949,1382,206,437,1
2016-12-13,103,3193,169,1,4739,10320,1250,248,417,1
2016-12-14,106,3236,139,0,4398,9915,1265,200,418,0
2016-12-15,114,3095,127,0,4272,10054,1191,157,428,2
2016-12-16,98,2749,84,0,3914,8939,1136,166,331,0
2016-12-17,82,2565,112,1,3534,8137,1038,194,325,1
2016-12-18,98,2745,129,0,3592,9106,1193,222,370,3
2016-12-19,123,3214,131,1,8895,10194,1293,177,424,1
2016-12-20,107,3113,164,0,8019,9964,1423,142,387,1
2016-12-21,148,3198,126,0,5177,10414,1205,168,333,0
2016-12-22,106,3164,114,0,4697,11086,1177,128,404,1
2016-12-23,86,2757,80,0,4003,9713,1049,154,308,1
2016-12-24,72,2405,86,0,3078,8226,923,123,308,1
2016-12-25,69,2044,71,0,2606,12490,992,128,298,1
2016-12-26,92,2888,105,1,3622,21027,1172,144,373,1
2016-12-27,117,3469,98,0,4365,12121,1238,182,493,0
2016-12-28,148,3745,120,0,4555,11817,1188,180,518,0
2016-12-29,131,3674,97,1,4511,11484,1256,173,497,2
2016-12-30,136,3553,77,0,4314,10381,1634,162,432,4
2016-12-31,108,3110,55,0,3770,9120,1072,113,352,1
2017-01-01,102,2769,73,0,3317,9978,1038,133,372,0
2017-01-02,123,3909,121,3,4473,11347,1241,192,479,1
2017-01-03,151,4166,137,0,5268,12412,1418,156,486,1
2017-01-04,155,4468,130,0,5272,12620,1319,193,484,0
2017-01-05,180,4118,130,0,4855,12183,1356,174,480,2
2017-01-06,155,3650,109,0,4269,11388,1222,183,440,4
2017-01-07,122,3359,86,0,3569,10210,1128,139,383,0
2017-01-08,124,3542,102,0,3762,11031,1282,162,397,0
2017-01-09,174,3925,131,0,4539,11725,1362,174,493,3
2017-01-10,155,3845,160,0,4384,11105,1354,198,449,0
