Date,"Acute exacerbation of chronic obstructive pulmonary disease","Paracetamol","1580 influenza pandemic","Spanish flu","2017–2018 United States flu season","2007 Bernard Matthews H5N1 outbreak","2006 H5N1 outbreak in India","2008 H5N1 outbreak in West Bengal","Antigen","1977 Russian flu"
2015-09-28,250,6215,0,157,0,21,7,7,1315,0
2015-09-29,283,7884,0,163,0,9,13,7,1372,0
2015-09-30,268,6783,0,184,0,13,7,5,1266,0
2015-10-01,258,6246,0,164,0,12,6,7,1195,0
2015-10-02,216,6178,0,146,0,15,8,5,1150,0
2015-10-03,172,5414,0,141,0,8,7,1,807,0
2015-10-04,175,5775,0,210,0,23,13,12,1069,0
2015-10-05,297,6940,0,175,0,13,10,9,1423,0
2015-10-06,319,6726,0,172,0,18,23,14,1416,0
2015-10-07,280,6734,0,206,0,22,21,17,1384,0
2015-10-08,241,6498,0,167,0,21,8,6,1384,0
2015-10-09,200,5681,0,198,0,13,11,7,1102,0
2015-10-10,227,5215,0,149,0,10,5,5,854,0
2015-10-11,221,7554,0,191,0,11,10,4,1021,0
2015-10-12,283,6314,0,207,0,15,15,6,1339,0
2015-10-13,312,6819,0,186,0,22,10,10,1472,0
2015-10-14,274,6362,0,204,0,20,12,2,1368,0
2015-10-15,253,6399,0,190,0,12,17,9,1528,0
2015-10-16,253,5717,0,160,0,14,13,4,1229,0
2015-10-17,173,5115,0,185,0,7,15,5,934,0
2015-10-18,213,5481,0,201,0,8,5,5,1314,0
2015-10-19,303,6791,0,220,0,23,12,6,1586,0
2015-10-20,298,6563,0,196,0,11,12,1,1342,0
2015-10-21,331,6701,0,221,0,15,5,8,1446,0
2015-10-22,294,6704,0,204,0,19,9,10,1310,0
2015-10-23,257,6196,0,182,0,12,9,3,1044,0
2015-10-24,226,5453,0,184,0,48,7,11,904,0
2015-10-25,232,6103,0,226,0,13,7,4,1059,0
2015-10-26,301,6584,0,236,0,15,12,8,1381,0
2015-10-27,319,6674,0,197,0,14,7,6,1513,0
2015-10-28,332,6445,0,180,0,24,8,9,1588,0
2015-10-29,268,6185,0,191,0,10,14,4,1363,0
2015-10-30,232,5641,0,171,0,9,8,5,1133,0
2015-10-31,183,4973,0,178,0,5,4,4,793,0
2015-11-01,206,5508,0,178,0,7,11,2,1097,0
2015-11-02,315,6522,0,189,0,9,4,3,1328,0
2015-11-03,302,4423,0,192,0,32,11,8,1516,0
2015-11-04,358,4342,0,261,0,12,9,4,1391,0
2015-11-05,313,5984,0,183,0,18,15,3,1352,0
2015-11-06,281,5674,0,215,0,13,10,8,1268,0
2015-11-07,210,4637,0,152,0,15,7,5,919,0
2015-11-08,221,5242,0,201,0,14,5,2,989,0
2015-11-09,279,6289,0,176,0,21,13,8,1381,0
2015-11-10,255,6057,0,190,0,19,12,4,1317,0
2015-11-11,307,6056,0,222,0,17,4,0,1299,0
2015-11-12,277,5992,0,198,0,14,14,11,1282,0
2015-11-13,234,5370,0,152,0,17,5,3,1122,0
2015-11-14,184,4531,0,149,0,4,13,2,837,0
2015-11-15,196,5380,0,155,0,9,10,4,996,0
2015-11-16,259,6054,0,156,0,11,6,9,1376,0
2015-11-17,315,5982,0,164,0,8,13,6,1366,0
2015-11-18,272,6006,0,144,0,11,11,3,1438,0
2015-11-19,307,5915,0,154,0,6,16,10,1374,0
2015-11-20,267,5434,0,176,0,15,11,8,1131,0
2015-11-21,191,5440,0,115,0,6,6,3,1008,0
2015-11-22,225,5492,0,138,0,11,5,6,1154,0
2015-11-23,296,6480,0,175,0,20,9,3,1338,0
2015-11-24,299,6002,0,167,0,16,7,7,1409,0
2015-11-25,219,5699,0,134,0,14,8,6,1261,0
2015-11-26,218,5665,0,138,0,16,14,11,1223,0
2015-11-27,186,5218,0,160,0,14,12,4,973,0
2015-11-28,169,4848,0,152,0,9,8,4,896,0
2015-11-29,216,5531,0,160,0,14,11,5,1115,0
2015-11-30,286,6366,0,201,0,15,10,5,1520,0
2015-12-01,359,6707,0,159,0,21,13,11,1459,0
2015-12-02,279,6566,0,163,0,25,15,8,1479,0
2015-12-03,257,6100,0,162,0,16,13,8,1555,0
2015-12-04,229,6238,0,153,0,14,10,4,1214,0
2015-12-05,202,6344,0,115,0,6,7,2,991,0
2015-12-06,193,5939,0,181,0,13,4,4,1081,0
2015-12-07,298,6572,0,179,0,15,9,3,1517,0
2015-12-08,316,6282,0,167,0,13,12,4,1491,0
2015-12-09,271,6480,0,184,0,10,12,5,1500,0
2015-12-10,281,6158,0,148,0,13,10,6,1451,0
2015-12-11,254,5692,0,159,0,13,13,6,1180,0
2015-12-12,204,5124,0,105,0,6,5,3,942,0
2015-12-13,201,5647,0,175,0,17,11,6,1081,0
2015-12-14,286,6723,0,883,0,22,6,8,1390,0
2015-12-15,291,6502,0,222,0,15,10,9,1453,0
2015-12-16,289,5864,0,137,0,11,17,3,1362,0
2015-12-17,256,5479,0,132,0,15,14,5,1167,0
2015-12-18,191,5090,0,138,0,13,5,7,917,0
2015-12-19,199,4588,0,128,0,6,5,4,753,0
2015-12-20,162,4689,0,127,0,10,3,3,689,0
2015-12-21,230,5102,0,166,0,18,4,5,844,0
2015-12-22,209,5037,0,102,0,11,7,11,821,0
2015-12-23,196,5125,0,117,0,14,2,3,697,0
2015-12-24,157,4523,0,125,0,14,4,2,577,0
2015-12-25,104,4201,0,115,0,10,1,0,535,0
2015-12-26,170,4580,0,124,0,9,2,6,591,0
2015-12-27,168,4933,0,159,0,6,2,3,628,0
2015-12-28,257,5285,0,144,0,10,10,3,786,0
2015-12-29,275,5482,0,212,0,21,8,9,744,0
2015-12-30,257,5499,0,146,0,9,7,3,803,0
2015-12-31,228,4797,0,149,0,5,10,5,588,0
2016-01-01,191,4898,0,166,0,9,10,5,467,0
2016-01-02,206,5439,0,152,0,7,1,6,696,0
2016-01-03,194,5351,0,176,0,6,1,5,748,0
2016-01-04,323,5920,0,159,0,30,10,4,963,0
2016-01-05,282,6720,0,252,0,18,9,7,1180,0
2016-01-06,356,6467,0,188,0,14,15,8,1173,0
2016-01-07,311,6622,0,183,0,13,5,4,1301,0
2016-01-08,280,5741,0,217,0,14,9,6,1088,0
2016-01-09,205,5136,0,184,0,5,11,7,835,0
2016-01-10,246,5411,0,213,0,7,6,8,960,0
2016-01-11,347,4248,0,228,0,27,6,3,1306,0
2016-01-12,337,4138,0,190,0,15,5,6,1262,0
2016-01-13,343,5118,0,152,0,15,6,5,1255,0
2016-01-14,288,3737,0,228,0,11,15,7,1264,0
2016-01-15,252,3413,0,219,0,23,16,13,1102,0
2016-01-16,232,4521,0,177,0,16,10,10,857,0
2016-01-17,254,5329,0,201,0,14,22,12,1005,0
2016-01-18,358,4177,0,207,0,18,19,5,1220,0
2016-01-19,340,5648,0,216,0,20,23,17,1371,0
2016-01-20,299,6369,0,185,0,19,14,15,1382,0
2016-01-21,283,6153,0,164,0,15,17,9,1400,0
2016-01-22,327,5785,0,197,0,16,13,9,1178,0
2016-01-23,224,5269,0,168,0,14,19,10,910,0
2016-01-24,246,5750,0,176,0,11,13,11,1031,0
2016-01-25,297,6538,0,173,0,19,17,10,1258,0
2016-01-26,325,6554,0,185,0,12,10,5,1310,0
2016-01-27,424,6667,0,211,0,25,23,11,1398,0
2016-01-28,347,6519,0,213,0,17,12,10,1351,0
2016-01-29,297,6059,0,202,0,23,15,13,1249,0
2016-01-30,219,4936,0,153,0,5,9,6,858,0
2016-01-31,252,5367,0,188,0,14,12,10,1011,0
2016-02-01,292,6121,0,212,0,13,18,8,1373,0
2016-02-02,310,6465,0,256,0,11,15,3,1477,0
2016-02-03,294,6642,0,163,0,22,19,12,1411,0
2016-02-04,293,6451,0,171,0,18,21,7,1478,0
2016-02-05,289,5632,0,170,0,22,17,27,1251,0
2016-02-06,213,4984,0,160,0,13,9,8,950,0
2016-02-07,236,5289,0,182,0,17,8,8,1041,0
2016-02-08,307,6052,0,173,0,17,17,11,1414,0
2016-02-09,331,6020,0,185,0,20,8,7,1546,0
2016-02-10,350,5973,0,185,0,10,12,4,1512,0
2016-02-11,363,6094,0,184,0,14,19,10,1600,0
2016-02-12,315,5619,0,175,0,10,22,8,1262,0
2016-02-13,207,5180,0,179,0,18,13,11,913,0
2016-02-14,233,5449,0,189,0,12,28,6,1019,0
2016-02-15,318,6404,0,184,0,13,10,3,1415,0
2016-02-16,366,6858,0,218,0,22,9,6,1567,0
2016-02-17,341,6691,0,179,0,20,15,14,1568,0
2016-02-18,358,6596,0,192,0,23,13,10,1702,0
2016-02-19,295,6036,0,196,0,14,10,7,1343,0
2016-02-20,258,5392,0,175,0,15,10,7,1005,0
2016-02-21,224,5761,0,169,0,12,10,7,1199,0
2016-02-22,340,6982,0,190,0,18,12,7,1627,0
2016-02-23,376,6686,0,200,0,20,9,13,1801,0
2016-02-24,373,6798,0,172,0,20,19,11,1623,0
2016-02-25,296,6448,0,194,0,33,27,9,1527,0
2016-02-26,339,5879,0,175,0,7,21,5,1308,0
2016-02-27,255,5042,0,160,0,11,8,7,1057,0
2016-02-28,252,5537,0,184,0,12,17,11,1198,0
2016-02-29,339,4383,0,219,0,13,14,6,1633,0
2016-03-01,398,6165,0,185,0,15,12,11,1620,0
2016-03-02,367,6369,0,198,0,22,12,10,1524,0
2016-03-03,368,5473,0,223,0,18,12,7,1671,0
2016-03-04,313,4458,0,187,0,14,17,13,1505,0
2016-03-05,231,5011,0,142,0,15,12,18,1007,0
2016-03-06,248,5597,0,170,0,19,16,17,1115,0
2016-03-07,319,6406,0,176,0,22,21,15,1519,0
2016-03-08,336,6500,0,182,0,30,20,12,1553,0
2016-03-09,346,6888,0,188,0,17,21,10,1582,0
2016-03-10,321,6334,0,162,0,20,14,5,1612,0
2016-03-11,329,5796,0,248,0,11,15,5,1245,0
2016-03-12,257,4906,0,208,0,18,14,12,1023,0
2016-03-13,256,6467,0,230,0,16,11,6,1178,0
2016-03-14,342,6351,0,231,0,23,18,13,1556,0
2016-03-15,352,6615,0,160,0,19,19,10,1580,0
2016-03-16,353,6416,0,188,0,15,17,6,1598,0
2016-03-17,332,6114,0,179,0,21,18,9,1661,0
2016-03-18,306,6274,0,169,0,17,17,9,1104,0
2016-03-19,284,5830,0,165,0,10,72,5,931,0
2016-03-20,254,5523,0,167,0,16,16,7,1188,0
2016-03-21,387,6273,0,199,0,17,15,15,1470,0
2016-03-22,346,5773,0,160,0,10,7,5,1466,0
2016-03-23,311,3953,0,134,0,24,10,11,1281,0
2016-03-24,309,4730,0,152,0,21,9,5,1211,0
2016-03-25,266,3317,0,126,0,12,18,6,1002,0
2016-03-26,214,4311,0,144,0,14,7,7,848,0
2016-03-27,218,4250,0,130,0,13,14,9,905,0
2016-03-28,359,4611,0,217,0,15,9,7,1351,0
2016-03-29,414,5872,0,195,0,10,13,5,1420,0
2016-03-30,388,6129,0,176,0,24,8,6,1491,0
2016-03-31,344,6000,0,160,0,13,12,6,1400,0
2016-04-01,308,5334,0,159,0,8,15,10,1251,0
2016-04-02,248,5031,0,125,0,11,7,8,1002,0
2016-04-03,273,5362,0,160,0,17,8,6,1047,0
2016-04-04,318,5978,0,219,0,17,7,7,1439,0
2016-04-05,329,5871,0,165,0,14,12,10,1627,0
2016-04-06,307,5896,0,157,0,15,20,11,1655,0
2016-04-07,325,5648,0,142,0,18,11,6,1506,0
2016-04-08,257,5323,0,138,0,15,19,13,1271,0
2016-04-09,233,4845,0,149,0,13,9,6,1139,0
2016-04-10,253,5324,0,177,0,12,10,9,1226,0
2016-04-11,360,6283,0,187,0,14,10,4,1582,0
2016-04-12,401,5808,0,175,0,18,11,8,1622,0
2016-04-13,357,4587,0,168,0,21,15,10,1605,0
2016-04-14,351,4880,0,166,0,20,7,5,1562,0
2016-04-15,305,5030,0,137,0,9,7,4,1232,0
2016-04-16,222,4528,0,134,0,11,11,6,1092,0
2016-04-17,243,4801,0,138,0,16,14,5,1144,0
2016-04-18,366,5424,0,175,0,11,11,4,1769,0
2016-04-19,301,5814,0,184,0,21,13,9,1728,0
2016-04-20,298,6062,0,166,0,12,15,9,1682,0
2016-04-21,303,5551,0,193,0,16,16,9,1497,0
2016-04-22,267,5870,0,150,0,16,8,8,1380,0
2016-04-23,205,5342,0,137,0,15,16,6,1011,0
2016-04-24,247,5348,0,153,0,10,21,4,1201,0
2016-04-25,321,6252,0,172,0,11,13,7,1691,0
2016-04-26,316,5919,0,180,0,16,22,8,1679,0
2016-04-27,265,5888,0,161,0,20,12,6,1651,0
2016-04-28,328,5831,0,179,0,16,13,12,1631,0
2016-04-29,267,5220,0,151,0,8,15,6,1233,0
2016-04-30,206,4608,0,154,0,12,9,4,907,0
2016-05-01,238,4997,0,152,0,11,16,4,1073,0
2016-05-02,314,5628,0,245,0,4,10,5,1497,0
2016-05-03,375,5532,0,166,0,9,8,3,1566,0
2016-05-04,291,5803,0,181,0,12,13,9,1581,0
2016-05-05,290,5518,0,212,0,12,20,7,1427,0
2016-05-06,296,5164,0,191,0,8,10,2,1283,0
2016-05-07,242,4586,0,188,0,7,15,2,982,0
2016-05-08,233,4835,0,183,0,14,19,7,1085,0
2016-05-09,242,5834,0,217,0,12,48,11,1515,0
2016-05-10,292,5954,0,187,0,27,39,10,1473,0
2016-05-11,270,6334,0,154,0,16,26,6,1464,0
2016-05-12,265,6555,0,187,0,14,30,8,1385,0
2016-05-13,241,5829,0,160,0,10,27,3,1204,0
2016-05-14,186,5002,0,138,0,8,18,7,936,0
2016-05-15,243,5136,0,150,0,7,24,8,1033,0
2016-05-16,274,5887,0,244,0,7,20,3,1444,0
2016-05-17,286,5929,0,159,0,7,22,3,1440,0
2016-05-18,288,5675,0,197,0,19,28,8,1409,0
2016-05-19,297,5597,0,184,0,17,23,11,1341,0
2016-05-20,261,5064,0,135,0,9,22,4,1122,0
2016-05-21,185,4627,0,134,0,11,22,4,860,0
2016-05-22,227,4809,0,165,0,8,36,4,1046,0
2016-05-23,275,5532,0,231,0,15,31,5,1407,0
2016-05-24,262,5559,0,191,0,9,27,10,1439,0
2016-05-25,261,5532,0,174,0,9,18,7,1380,0
2016-05-26,244,5223,0,159,0,13,19,8,1308,0
2016-05-27,225,4673,0,154,0,7,18,4,1068,0
2016-05-28,180,4542,0,126,0,4,14,2,814,0
2016-05-29,218,4677,0,128,0,4,17,1,878,0
2016-05-30,211,5562,0,179,0,13,15,3,1082,0
2016-05-31,312,5679,0,172,0,14,13,4,1220,0
2016-06-01,299,5558,0,170,0,15,15,4,1318,0
2016-06-02,276,5687,0,162,0,10,8,4,1335,0
2016-06-03,227,5223,0,140,0,12,10,6,1118,0
2016-06-04,196,4883,0,132,0,6,4,6,847,0
2016-06-05,201,4903,0,143,0,7,18,5,906,0
2016-06-06,266,5653,0,137,0,11,15,6,1266,0
2016-06-07,284,5618,0,139,0,9,8,7,1217,0
2016-06-08,256,5863,0,161,0,26,22,19,1277,0
2016-06-09,294,5488,0,141,0,11,9,6,1161,0
2016-06-10,251,4925,0,143,0,9,6,7,1130,0
2016-06-11,185,4516,0,116,0,10,5,4,892,0
2016-06-12,187,4800,0,149,0,6,7,2,893,0
2016-06-13,275,5459,0,148,0,12,4,7,1211,0
2016-06-14,266,5429,0,135,0,10,9,1,2532,0
2016-06-15,253,5423,0,124,0,9,19,1,1297,0
2016-06-16,249,5138,0,146,0,11,10,4,1137,0
2016-06-17,210,4581,0,118,0,6,13,8,968,0
2016-06-18,173,4387,0,124,0,3,10,5,778,0
2016-06-19,214,4687,0,109,0,10,1,2,940,0
2016-06-20,262,5202,0,136,0,9,5,3,1120,0
2016-06-21,246,5227,0,137,0,13,17,2,1193,0
2016-06-22,252,5511,0,136,0,9,7,1,1119,0
2016-06-23,268,5211,0,114,0,3,10,5,1052,0
2016-06-24,195,4404,0,120,0,11,13,7,852,0
2016-06-25,175,3778,0,122,0,8,0,3,802,0
2016-06-26,175,4130,0,93,0,4,5,3,1012,0
2016-06-27,219,4936,0,121,0,11,5,9,1053,0
2016-06-28,218,4799,0,133,0,7,16,2,1069,0
2016-06-29,255,4946,0,251,0,13,8,3,1087,0
2016-06-30,227,4682,0,131,0,12,6,2,992,0
2016-07-01,173,4648,0,175,0,15,9,2,773,0
2016-07-02,149,4281,0,110,0,12,8,5,576,0
2016-07-03,133,4475,0,107,0,7,5,0,663,0
2016-07-04,213,4793,0,137,0,17,3,1,870,0
2016-07-05,269,4773,0,126,0,15,6,10,965,0
2016-07-06,222,4943,0,127,0,11,9,4,876,0
2016-07-07,212,5010,0,111,0,6,7,3,954,0
2016-07-08,199,4334,0,134,0,10,6,6,808,0
2016-07-09,126,4062,0,123,0,7,6,1,692,0
2016-07-10,170,4420,0,112,0,8,8,5,760,0
2016-07-11,197,3156,0,132,0,9,4,3,1023,0
2016-07-12,248,4693,0,116,0,12,12,6,1069,0
2016-07-13,240,4656,0,101,0,18,6,3,976,0
2016-07-14,215,4997,0,132,0,10,12,5,926,0
2016-07-15,228,4631,0,132,0,12,5,4,856,0
2016-07-16,155,3879,0,121,0,7,5,1,650,0
2016-07-17,164,5567,0,111,0,6,3,3,781,0
2016-07-18,218,6204,0,133,0,11,12,5,1012,0
2016-07-19,234,6673,0,130,0,33,11,6,1103,0
2016-07-20,261,4935,0,108,0,9,15,6,1164,0
2016-07-21,178,4629,0,100,0,4,9,2,1087,0
2016-07-22,174,4290,0,111,0,10,5,4,853,0
2016-07-23,162,3898,0,118,0,12,11,6,670,0
2016-07-24,151,4286,0,124,0,10,7,3,787,0
2016-07-25,194,4819,0,112,0,9,11,3,1112,0
2016-07-26,238,4804,0,171,0,9,18,6,1081,0
2016-07-27,250,4890,0,134,0,15,13,5,1097,0
2016-07-28,219,4969,0,126,0,9,16,6,1105,0
2016-07-29,218,4330,0,117,0,9,5,4,892,0
2016-07-30,131,4226,0,134,0,10,15,5,702,0
2016-07-31,151,4586,0,127,0,13,9,5,790,0
2016-08-01,243,4904,0,143,0,18,13,7,979,0
2016-08-02,229,5104,0,166,0,21,14,7,1021,0
2016-08-03,188,4900,0,130,0,6,14,3,1086,0
2016-08-04,225,4988,0,146,0,11,18,8,1010,0
2016-08-05,231,4541,0,127,0,13,10,5,907,0
2016-08-06,157,3943,0,117,0,5,13,4,651,0
2016-08-07,146,4143,0,123,0,6,11,2,786,0
2016-08-08,222,4802,0,146,0,7,9,3,869,0
2016-08-09,199,4853,0,137,0,8,21,8,914,0
2016-08-10,225,4721,0,128,0,7,6,3,908,0
2016-08-11,191,4657,0,99,0,10,11,4,883,0
2016-08-12,165,4465,0,115,0,5,5,3,848,0
2016-08-13,159,4072,0,102,0,4,8,3,692,0
2016-08-14,157,4166,0,117,0,8,6,4,670,0
2016-08-15,201,5278,0,98,0,4,3,2,898,0
2016-08-16,199,6468,0,119,0,7,11,5,903,0
2016-08-17,212,5163,0,103,0,7,12,3,1057,0
2016-08-18,218,4844,0,118,0,6,14,6,870,0
2016-08-19,188,4622,0,126,0,8,10,7,803,0
2016-08-20,174,4297,0,89,0,5,9,2,676,0
2016-08-21,173,4628,0,139,0,8,5,6,824,0
2016-08-22,227,5146,0,146,0,16,16,10,935,0
2016-08-23,269,5317,0,138,0,13,12,7,1061,0
2016-08-24,229,5113,0,141,0,12,13,9,1016,0
2016-08-25,247,5198,0,111,0,10,10,5,1095,0
2016-08-26,179,4735,0,182,0,16,16,7,874,0
2016-08-27,170,4456,0,136,0,10,15,6,721,0
2016-08-28,145,4763,0,147,0,9,11,2,834,0
2016-08-29,254,5351,0,157,0,9,19,4,1074,0
2016-08-30,271,5467,0,161,0,10,17,7,1151,0
2016-08-31,257,5415,0,172,0,10,23,6,1214,0
2016-09-01,236,5219,0,138,0,17,13,12,1069,0
2016-09-02,211,4843,0,123,0,12,6,6,933,0
2016-09-03,153,4380,0,193,0,12,16,5,703,0
2016-09-04,183,4581,0,147,0,8,10,1,824,0
2016-09-05,213,5485,0,144,0,11,11,4,1019,0
2016-09-06,300,6450,0,166,0,11,20,2,1225,0
2016-09-07,259,6425,0,151,0,10,10,3,1265,0
2016-09-08,265,6469,0,164,0,16,15,2,1121,0
2016-09-09,229,5986,0,120,0,13,8,6,1006,0
2016-09-10,174,5389,0,131,0,17,4,6,836,0
2016-09-11,186,5498,0,141,0,8,13,4,918,0
2016-09-12,280,6210,0,175,0,13,18,2,1156,0
2016-09-13,302,9569,0,165,0,13,10,3,1195,0
2016-09-14,239,21093,0,141,0,8,15,2,1263,0
2016-09-15,255,6668,0,143,0,7,22,4,1166,0
2016-09-16,274,6032,0,140,0,8,17,1,1096,0
2016-09-17,170,5216,0,112,0,8,21,7,884,0
2016-09-18,197,5742,0,115,0,14,13,5,997,0
2016-09-19,278,6494,0,134,0,19,23,3,1348,0
2016-09-20,270,6264,0,162,0,23,22,7,1290,0
2016-09-21,354,6367,0,150,0,32,13,5,1501,0
2016-09-22,353,6342,0,465,0,10,11,7,1484,0
2016-09-23,335,5494,0,149,0,10,14,4,1097,0
2016-09-24,296,4944,0,124,0,6,7,4,876,0
2016-09-25,289,5442,0,139,0,6,16,4,1040,0
2016-09-26,373,6166,0,141,0,7,15,3,1313,0
2016-09-27,354,5944,0,151,0,13,20,6,1395,0
2016-09-28,371,6199,0,604,0,9,13,7,1402,0
2016-09-29,371,6332,0,155,0,7,8,7,1271,0
2016-09-30,309,5295,0,162,0,12,9,3,1096,0
2016-10-01,272,4843,0,119,0,9,14,6,804,0
2016-10-02,319,5171,0,117,0,13,13,7,1047,0
2016-10-03,390,6040,0,124,0,12,6,1,1295,0
2016-10-04,369,6279,0,159,0,10,9,2,1338,0
2016-10-05,380,6145,0,152,0,18,10,7,1354,0
2016-10-06,385,6001,0,147,0,10,19,4,1325,0
2016-10-07,307,5303,0,143,0,12,15,5,1137,0
2016-10-08,285,4891,0,113,0,20,11,8,839,0
2016-10-09,254,5156,0,128,0,12,8,3,1232,0
2016-10-10,315,5717,0,137,0,21,8,4,1240,0
2016-10-11,358,6013,0,182,0,14,12,5,1334,0
2016-10-12,271,6321,0,168,0,14,3,2,1467,0
2016-10-13,308,6078,0,124,0,15,16,14,1385,0
2016-10-14,254,5302,0,170,0,12,13,3,1160,0
2016-10-15,192,5086,0,140,0,12,15,3,958,0
2016-10-16,196,5507,0,180,0,8,6,2,1167,0
2016-10-17,359,6282,0,189,0,9,8,5,1480,0
2016-10-18,326,6301,0,189,0,19,8,4,1486,0
2016-10-19,305,6245,0,162,0,10,56,1,1459,0
2016-10-20,343,6066,0,146,0,15,61,3,1423,0
2016-10-21,296,5403,0,166,0,20,121,15,1224,0
2016-10-22,253,4918,0,148,0,5,79,5,982,0
2016-10-23,284,5337,0,160,0,7,52,10,1118,0
2016-10-24,342,6413,0,191,0,11,80,7,1366,0
2016-10-25,307,6429,0,171,0,16,98,14,1366,0
2016-10-26,349,6031,0,204,0,12,113,7,1391,0
2016-10-27,334,5825,0,192,0,16,63,7,1312,0
2016-10-28,277,5152,0,165,0,9,55,3,1082,0
2016-10-29,213,4706,0,128,0,7,27,4,909,0
2016-10-30,201,5230,0,166,0,15,26,2,944,0
2016-10-31,324,5762,0,206,0,11,52,5,1315,0
2016-11-01,275,5736,0,219,0,20,38,3,1334,0
2016-11-02,323,5919,0,235,0,14,61,6,1485,0
2016-11-03,329,6094,0,264,0,16,57,4,1490,0
2016-11-04,298,5498,0,162,0,12,35,2,1246,0
2016-11-05,193,5169,0,133,0,10,52,5,1071,0
2016-11-06,195,5395,0,152,0,6,44,2,1102,0
2016-11-07,288,6190,0,173,0,16,39,2,1474,0
2016-11-08,286,6094,0,180,0,20,30,7,1470,0
2016-11-09,296,5228,0,123,0,24,37,4,1336,0
2016-11-10,282,5716,0,143,0,17,21,3,1470,0
2016-11-11,179,5141,0,198,0,9,44,3,1147,0
2016-11-12,187,4786,0,138,0,13,15,1,1018,0
2016-11-13,199,5279,0,146,0,17,25,3,1072,0
2016-11-14,235,5959,0,129,0,17,32,5,1517,0
2016-11-15,295,6269,0,183,0,13,30,6,1517,0
2016-11-16,283,6175,0,203,0,23,25,11,1579,0
2016-11-17,294,6042,0,184,0,11,31,7,1557,0
2016-11-18,268,4666,0,150,0,20,32,5,1288,0
2016-11-19,210,4363,0,144,0,21,16,6,1037,0
2016-11-20,209,5028,0,153,0,10,13,1,1245,0
2016-11-21,278,5937,0,157,0,14,7,10,1644,0
2016-11-22,307,5995,0,168,0,12,9,6,1496,0
2016-11-23,348,7029,0,132,0,13,13,4,1453,0
2016-11-24,220,5871,0,143,0,30,19,12,1220,0
2016-11-25,228,5090,0,138,0,29,30,14,1134,0
2016-11-26,186,4999,0,133,0,6,15,3,1028,0
2016-11-27,208,5209,0,164,0,11,26,5,1240,0
2016-11-28,317,6155,0,171,0,12,20,5,1442,0
2016-11-29,308,6211,0,183,0,14,14,12,1586,0
2016-11-30,314,6384,0,167,0,8,19,5,1658,0
2016-12-01,299,6041,0,148,0,13,16,8,1477,0
2016-12-02,233,5571,0,130,0,11,10,5,1338,0
2016-12-03,206,4841,0,126,0,9,14,4,1168,0
2016-12-04,193,5303,0,141,0,20,8,4,1260,0
2016-12-05,334,6122,0,167,0,15,16,4,1565,0
2016-12-06,300,6147,0,167,0,15,20,4,1678,0
2016-12-07,310,6034,0,160,0,39,11,3,1669,0
2016-12-08,313,5880,0,196,0,18,13,4,1594,0
2016-12-09,265,5618,0,169,0,21,9,6,1340,0
2016-12-10,196,6069,0,125,0,10,1,6,1038,0
2016-12-11,204,5677,0,147,0,14,8,5,1159,0
2016-12-12,327,6038,0,209,0,18,7,2,1467,0
2016-12-13,305,5996,0,155,0,11,10,10,1450,0
2016-12-14,277,6117,0,153,0,12,7,0,1425,0
2016-12-15,264,5880,0,142,0,11,13,4,1373,0
2016-12-16,248,5588,0,169,0,52,7,3,1034,0
2016-12-17,208,5004,0,115,0,37,10,2,860,0
2016-12-18,215,5117,0,134,0,23,14,4,884,0
2016-12-19,265,5761,0,194,0,45,23,16,1151,0
2016-12-20,237,6328,0,175,0,16,17,6,1107,0
2016-12-21,249,5876,0,145,0,25,16,4,1009,0
2016-12-22,233,5425,0,130,0,16,12,5,992,0
2016-12-23,187,4769,0,139,0,17,7,2,743,0
2016-12-24,163,4590,0,146,0,15,9,4,632,0
2016-12-25,174,4519,0,111,0,23,14,3,596,0
2016-12-26,292,5179,0,135,0,7,6,5,762,0
2016-12-27,266,5885,0,163,0,14,16,6,893,0
2016-12-28,250,6275,0,162,0,9,13,5,904,0
2016-12-29,236,6084,0,175,0,17,13,6,927,0
2016-12-30,247,5798,0,167,0,23,8,4,826,0
2016-12-31,206,5219,0,140,0,14,7,4,576,0
